EAN,Sales Price,Qty at Store,Qty at DC,in assortment
3614220616858,90,0,0,0
7798130954586,49,0,96,1
7798104769116,256,9,12,1
7791250001727,179,20,12,1
7793350000594,111,14,60,1
309973212039,0,0,0,0
7806500799016,148,21,96,1
7702018874781,62,72,1596,1
7791690711101,0,0,2994,1
8001250410412,0,0,12,1
3607342952775,0,0,0,0
7794000960572,0,0,3,1
41554339918,0,0,0,0
7791519001703,50,24,528,1
7791130146180,43.63,18,216,1
7622300864149,6.25,30,180,0
7790387711769,55,8,0,1
7891150024717,99,11,180,1
7798100461489,0,0,0,1
7610400014632,0,0,132,1
7509552361698,0,0,0,0
7790040108783,34,11,560,1
7790900025908,80,23,24,1
5412652000133,0,0,24,1
7798053650244,109,6,120,1
7791519000096,126,12,12,1
309979632022,0,0,0,0
7798224210062,37.4,28,72,1
7790070411365,29.99,62,3888,1
7798067200022,64,11,396,1
7891150014398,46.63,102,156,1
7790040996403,12,68,13752,1
7790163006157,0,0,18,1
7792756000344,0,0,210,1
7790150380161,22,10,1980,1
8004323110035,0,0,0,1
7791560132838,214.05,11,0,1
7798176000582,23.9,0,0,1
7898587762045,96,15,432,1
3036810201761,0,0,54,1
7806500168119,29,77,180,1
7790415129047,87,3,210,1
7798111008185,35,4,72,1
7790130001703,33,19,2312,1
7790060030095,226,18,72,1
7798152220119,92,11,144,1
7790240042108,110.99,246,348,1
7798086020700,65,9,48,1
7792900808789,43.8,8,136,1
7798033332627,12.21,0,0,1
7795646851903,80,17,42,1
7798110120031,479,6,0,1
7794440002238,17.2,37,100,1
7794000597327,51,16,2216,1
7796989009808,36.4,72,0,1
7791826000666,0,0,0,1
7798224210079,42,26,120,1
7791249011027,0,0,312,1
7506339392715,92,31,0,1
7891024114261,20.4,0,1872,1
7798159717186,6.9,61,14980,1
7790580106409,0,0,16,1
7790590000841,18.8,172,10000,1
7798141717644,14,44,264,1
7798113300140,0,0,0,1
7791085000018,0,0,0,1
7790950134704,29.7,5,978,1
7790580308100,125,8,126,1
7791675350011,21,21,80,1
7798111008130,34,21,0,1
7790580117054,10.8,0,4320,1
7790900016906,88.1,5,204,1
7793964000089,0,0,0,1
7613035688124,240,13,0,1
7798030710114,10.5,0,0,1
7891000002131,71,14,1040,1
7790123000430,0,0,0,1
7790070318176,36.89,31,1720,1
7899706127066,162,11,18,1
7790036020235,42,0,1278,1
7793913001006,0,0,0,1
7796373000190,30,35,72,1
7790522000048,26,1,810,1
7791176219176,18.5,0,0,1
7798045219299,64,8,48,1
7793126000643,100,12,0,1
7891008188288,26,107,0,1
7798003740261,62.4,36,12,1
7798159712600,40,1,0,1
7899706111669,119,6,30,1
7791540045509,62,13,684,1
7791560074237,56.7,34,144,1
7798159240622,48,0,0,1
7792900006826,46,3,60,1
7790770002832,38.8,17,2520,1
7790900025755,151,22,216,1
7790463000015,87,13,804,1
7790150211700,21.4,99,9220,1
7790828104228,52.45,12,288,1
7791337603073,19.89,136,0,1
7793360111679,16.2,0,0,1
7791905003540,18.5,18,2754,1
2899909000000,9.51,5584174.46,0,1
7792335001212,20.5,8,3030,1
7798136450952,300,0,0,1
7798072118275,0,0,0,1
7790202000351,41.4,54,3312,1
7791070000412,38,24,1720,1
7790427005223,25,0,0,1
7795697615172,26,30,0,1
7790773086051,26,24,888,1
41024355,0,0,0,1
7798033336229,31.5,7,100,1
7790040316508,0,0,0,1
7791620009841,37,28,384,1
7790828103450,21.6,15,45,1
7791290005518,15.32,40,2676,0
7790335000037,0,0,0,1
7790613070486,0,0,0,1
7790080014846,30.69,0,0,1
77991874,0,0,0,1
5011013100132,430,44,1284,1
7791290011779,155.79,6,720,1
7891962036878,37.5,16,0,1
7899706127226,162,11,6,1
7790130000263,14.4,11,0,1
4005808553846,222.75,12,36,1
7793008012627,62,36,120,1
7790387015508,54.59,293,23646,1
7790250031437,32,23,1128,1
8003012000039,210.9,3,0,1
7798146130585,55,27,300,1
7790130001260,25,50,50,1
7791290005723,30,51,4044,1
7791293028958,38,21,672,1
7798141710065,46,23,0,1
7790520987365,74,45,1836,1
7790975018478,0,0,0,1
7791274196041,26,26,1200,1
7791905002611,49.9,0,0,1
7790097004113,111,0,0,1
7791913000173,0,0,192,1
7790550012860,140,11,12,1
7792319002976,96.89,24,912,1
7791130002295,55,8,48,1
7798052361509,0,0,0,1
7793147118860,18.49,365,20952,1
7790335000099,0,0,0,1
7798116166460,0,0,0,1
7793350004486,80,6,126,1
7790272004785,29.34,32,1800,1
7792900000046,54,14,360,1
7794080001523,54,0,0,1
7891000111581,52,56,504,1
7500435012539,47.3,17,252,1
7791337031517,14.13,103,0,1
7790150350379,16,2,678,1
7792900093338,14,4,1260,1
26964904291,310,9,0,1
7790742162106,27.15,1000,0,1
7798144510303,67,0,0,1
78927254,43.5,14,3876,1
7794640170102,23.91,8,2244,1
7798066030682,0,0,0,1
7798061000024,3.3,125,49464,1
7794000959729,30.4,48,3450,1
7792170052271,24.99,2,3324,1
7501001100285,72,14,684,1
7791085001886,0,0,0,1
7790538009424,69,16,720,1
7794520443654,22.4,19,2736,1
7798080520541,130,10,18,1
7796373002231,32,2,0,1
7793100292255,79,0,1212,1
7790520019844,34.4,-1,0,1
7795711000168,39.9,7,516,1
7791905001645,17.5,0,0,1
7791540047916,88,8,18,1
7794980912233,0,0,0,1
7795933000366,109,20,504,1
7798033334454,0,0,0,1
7792840023815,32.4,9,6100,1
7791971000498,0,0,0,1
3614220616919,90,0,0,0
7790878104773,0,0,0,1
7798085680103,26.39,16,96,1
7899026401723,0,0,0,0
7791274003059,55,10,0,1
7798096051213,22,0,120,1
7501027252869,250,15,42,1
7791476034011,26.4,12,13400,1
7506339398052,111,9,0,0
7792798007059,22,177,4152,1
7798130461978,81.6,12,18,1
7790310006986,37,29,40,1
7790070503732,40,13,1962,1
7790240042382,0,0,0,1
7790900016074,89,14,264,1
7790580322113,27,65,1320,1
7790520014221,37.99,8,11208,1
7891010618094,102,9,444,1
7500435011150,117,21,0,1
7622300864958,51.19,951,96660,1
7791813421603,27.7,31,48,1
7509552913149,109,9,18,1
7798108349345,24.4,12,5030,1
7790499001864,73,19,144,1
7790990990377,172,2,70,1
7791203001248,300,8,168,1
7792860007574,94,0,0,1
7798074860240,115,20,1902,1
7798159716882,42,29,2135,1
7794000599048,15.2,62,3240,1
7891010877934,42,10,132,1
7793123160036,0,0,0,1
80480505400,910,12,0,1
7792184003115,36,25,936,1
4000417701008,79,0,0,1
7790079019241,81.9,5,0,1
7790580110390,18,69,256,1
7790580703608,141,13,540,1
7798159715601,163.24,14,2092,1
7798008293816,73,4,108,1
7790577001663,396,5,0,1
7506306241152,52,108,25488,1
74170420531,0,0,0,0
7798086029390,119,22,24,1
7791058002476,0,0,0,1
7790139003609,58,12,672,1
7500435012119,5.4,0,0,1
7793890001020,38,0,0,1
7798067050405,0,0,56,1
7790150441510,17,60,0,1
7790900016371,102,7,288,1
7790480008773,23.69,181,19092,1
7796373001142,54,21,135,1
7791520007879,45,23,24,1
7891024185551,50,25,288,1
7794770100901,82,11,96,1
7896015516185,47,9,48,1
7899706126847,162,15,108,1
7790080067637,37.51,16,0,1
7793412000074,0,0,0,1
7798141716531,41,32,150,1
7506339398151,112,15,1728,1
7793482000400,167,0,12,1
7791250000935,103,74,4464,1
7790360024558,101,8,0,1
7791130891486,77,30,180,1
7798237967618,70.6,27,300,1
7791293023427,18,40,5688,1
7796039001639,27.27,240,8616,1
7790040258303,44,24,0,1
7613035359734,138,22,0,1
7791234003082,0,0,0,1
7790957000552,39.99,56,2268,1
7798049540801,22,18,16740,1
7790524000367,89,14,288,1
7798152220188,99,12,36,1
7793132000873,0,0,0,1
7798141711512,27.49,5,3010,1
7793620003553,91,32,1200,1
7500435020305,49.1,12,168,1
7798159718404,19.5,7,9940,1
7790239000157,56,22,24,1
7613034913371,102,52,0,1
7791690708057,45,6,0,1
7500435012164,88,16,60,1
7891150041318,27,416,372,1
7798141180707,155,0,0,1
7790163006331,0,0,0,1
7790480089390,49.68,18,3618,1
7790990990421,39,13,160,1
8000139910289,0,0,72,1
7790360026583,309,38,0,1
7790580104276,22.9,79,144,1
7790093075773,120.35,12,1194,1
7790847000044,14,0,0,1
7610400082518,99,0,0,1
7790770003464,56,6,675,1
7791690001004,75.01,2,2728,1
74170429091,0,0,0,0
7798116161076,0,0,0,1
7791708001569,47,15,132,1
7791250001581,423.79,19,0,0
7500435023108,55.95,32,2000,1
7791905002499,97.5,0,0,1
7792180001665,39.5,1045,68496,1
7790365013090,0,0,0,1
7751493005753,263,12,204,1
7791720003152,19,0,5840,1
7798107181175,0,0,0,1
7792900093321,14,29,600,1
7622300845902,31.2,33,4896,1
7790084004409,29,0,0,1
7622300840488,21.49,2,3360,1
7899026487031,96,19,588,1
7793940797002,56.19,178,0,1
7790975001739,110,16,390,1
7798136290244,78.6,18,-587010,1
7798008290921,30,0,0,0
7793046007210,44.99,15,408,1
7891150035539,66,35,96,1
7795145000109,0,0,0,1
7790127000481,60,25,276,1
7790070410634,14.99,66,12168,1
7790314000973,34.77,0,2316,1
7790670051046,79.9,24,0,1
7798003225492,43,49,384,1
8076810500520,0,0,24,1
7798108345262,11.78,0,5040,1
7790971000620,0,0,0,1
7790040930407,14.5,621,11520,1
7798112850165,0,0,0,1
7790261032010,35.5,218,0,1
7796989006906,46,4,0,1
7790130002038,52,15,420,1
7791520006223,73,17,432,1
7798111008925,29,13,120,1
7500435012188,47.3,8,2328,1
7790335000358,0,0,0,1
7790060009329,101,17,4332,1
7790072000086,73,15,252,1
7791290007710,36.99,3,144,1
7791376001007,20,20,300,1
7798159716158,24.96,13,2250,1
77941879,52,95,13152,1
7790895010835,18,10,0,1
7791969850777,40.37,20,228,1
7794529000285,26,8,60,1
7798053332058,0,0,0,1
7791905002529,31.5,0,4496,1
7792900009322,40,10,1020,1
7500435012362,146,27,380,1
7791787001153,24,0,2652,1
7792200000128,14.49,331,25000,1
7790310006405,20.8,55,80,1
7790017405006,26,15,50,1
7791290013131,171.99,1,3312,1
7798051301025,281,10,0,1
7793845000016,0,0,0,1
7798031154177,25,38,10476,1
7797906001035,94,339,4500,1
7790550000164,101.92,100,12,1
4005808832385,64,19,192,1
7790045000457,29,16,540,1
7793755001790,0,0,0,1
7790040484801,0,0,0,1
7899026499072,0,0,0,0
7798045215055,99,0,0,0
7793767000095,0,0,0,1
7798159715779,22,119,397200,1
7795323002932,164,22,0,1
7791293029795,84.85,26,3084,1
7794626006753,329,15,201,1
7790895067341,20,58,0,1
7891024123065,86,78,17184,1
7790577040020,379,6,0,1
7798152220935,24,0,50,1
7798161720013,62,0,0,1
7790580112585,90,6,348,1
7591083017823,83,0,612,1
7798141719037,64,13,504,1
7792070011606,116,26,216,1
7790080067699,22.26,8,0,1
7798159719036,47,29,60,1
7792360002062,101,30,24,1
3600530729425,0,0,0,0
7790770003990,59,10,768,1
7790040116719,42,9,12,1
7798180960445,73,12,0,1
7899706119931,110.79,20,126,1
7792319003591,122,6,0,1
7798124400075,130.9,0,0,1
7798141717491,28.9,0,750,1
7790480089383,27.17,28,12852,1
21000614271,84,11,0,1
7798053339286,0,0,0,1
7798152220164,104,19,0,1
7798091111035,0,0,0,1
7798159719975,74,16,258,1
7791241961498,11.5,0,0,1
7790263110723,24,12,112,1
7791520004113,19.8,108,3060,1
7792590003198,35.85,15,1440,1
7798116250374,0,0,0,0
7792840003435,19,32,150,1
7798161720709,88,0,0,1
7899026432994,0,0,0,0
4005900189813,111,17,0,1
7791476009002,16.5,13,1920,1
7794000000155,34.3,39,1240,1
7791203000142,500,15,36,1
7794640171277,18.6,7,828,1
7791014090332,0,0,96,1
7791293026022,16.2,32,1152,1
7790260025020,44,27,600,1
7798041520108,19,17,0,1
70330717534,6.85,0,-2592,1
7798138290136,43.5,60,1472,1
7798159713317,20,1,0,1
7794520000109,22.4,28,960,1
7793253001186,24.19,32,4500,1
7798031154184,25,6,2928,1
7790520010254,62,16,1344,1
7790580648107,0,0,0,1
7790150441480,16,16,0,1
7798033331217,21,21,4910,1
7791130001762,32.3,16,2448,1
7798003220138,33,37,0,1
7790520012135,34,7,1572,1
3607349259365,0,0,0,0
7798109281033,42.7,21,24,1
7898587762403,96,15,660,1
7790036004587,0,0,-690,1
7622300834876,56,35,2448,1
7790036005324,7.71,1,0,1
7798155730462,0,0,0,1
7790130001086,12,13,150,1
7794080000472,0,0,0,1
7792410008365,80.35,7,654,1
7794450088406,710,5,0,0
7798052363503,0,0,0,1
7790310007068,35,25,0,1
7798141714377,22.5,19,156,1
7798146300308,34,18,520,1
7790762052357,30,30,96,1
2663134000001,7.46,0,4840,1
7790520010636,19.5,14,312,1
7798021690449,0,0,0,1
7891010669843,19.69,101,936,1
7896004004389,51,20,0,0
7790070885456,0,0,312,1
7792319065261,79,13,6,1
7798146300599,0,0,80,1
8076809513708,133,6,0,1
7790828002821,43,12,48,1
4005808767946,167,14,36,1
7798045216335,102,4,0,1
7791293031187,72,13,1848,1
5012874025381,0,0,0,0
7793100141270,125,22,36,1
7798062542370,24.99,0,0,1
7791130002073,32,17,96,1
7791520055597,35,0,0,1
7798030030199,0,0,0,1
7798022410114,25,25,72,1
7794440005109,17.2,44,4900,1
7793253060152,43,16,204,1
7790520011978,32,17,288,1
7891024183182,44,20,192,1
7805010002258,106,7,1212,1
7790828102729,126,10,15,1
7798053651432,109,9,60,1
7899026433373,0,0,0,0
7794450000798,193,15,24,1
7898587762069,49,10,420,1
7500435110358,112,12,6424,1
7791293032184,137,18,12,1
7798289530020,65,0,432,1
7798147060089,0,0,0,1
41554436266,0,0,0,0
7790036002620,5.11,21,702,1
7798159714055,37,12,432,1
7798000281026,85,0,0,1
7790036002613,5,55,8154,1
7506339384116,153,19,744,1
7506195141632,70,30,1320,1
7790045000860,19,13,720,1
3083680001151,87,0,0,1
7793964000102,0,0,0,1
7790520009340,38.4,22,1392,1
7798037561238,88,12,432,1
7793913000511,15.5,0,14500,1
7798109281972,46,11,24,1
7790040946101,15.73,51,2916,1
7790990599440,17,0,0,1
7792360072539,28.6,0,0,1
7794710070103,26.7,0,0,1
7793253175634,21,5,1224,1
7798065130017,0,0,0,1
7790503198627,25,4,1644,1
7792170000722,43.8,10,9,1
7500435112680,58,21,464,1
7794000598379,19.6,108,6500,1
74170415551,93,0,0,0
7506195142035,48.4,18,2244,1
7790060023684,39.6,316,30996,1
7798082742279,18.5,27,2720,1
7798104760175,0,0,0,1
7798095171561,82,0,0,1
7794000561618,16.6,73,8040,1
7790503008667,34,18,330,1
7790263110693,14,16,192,1
7509546052878,100,2,48,1
309976593500,90,17,108,1
7790499000447,0,0,24,1
7798079230109,24.6,10,320,1
7798154950038,0,0,24,1
7790070032959,126,53,0,1
70501053652,120,10,90,1
7790070228383,148,17,516,1
7794450090591,144,23,0,1
7798033334935,7.59,395,115440,1
7793913000481,15.5,9,7860,1
7793620002082,27,32,5952,1
7798289530013,65,0,432,1
7802960001119,75,28,0,1
7791290012233,42.19,7,1344,1
7791885001208,21,0,336,1
7790168113300,72.1,16,1182,1
7790742187703,45.6,37,0,1
8001200045299,55,20,192,1
7790895640438,62,13,0,1
7501056325381,42.7,17,24,1
309972273338,0,0,0,0
7798062544428,22.1,5,0,1
7790080026719,33.85,0,0,1
7791293895062,47.29,111,16008,1
7794980931234,0,0,0,1
7790263110990,25,38,928,1
7613035711761,173,13,0,1
7798099385469,0,0,24,1
41554220155,0,0,0,0
7794000598102,19.6,69,8970,1
7790036007489,8,3,234,1
7798085680165,29.03,13,12,1
8002210123090,153,0,240,1
7798141716937,21.5,16,3260,1
7501078231295,135,15,132,1
7792389000407,0,0,0,1
7790580105945,39.6,64,1216,1
7791019174600,73,12,374,1
7899026417496,0,0,0,0
75027513,68,29,2100,1
7792401010346,0,0,0,1
7798181510106,70,17,0,1
7798052363473,0,0,0,1
74170384789,93,0,0,0
7798053651302,109,9,24,1
7791337613027,22.95,533,0,1
7795323002475,24,137,1710,1
7797906001028,0,0,0,1
7613035168244,56.49,29,1608,1
7797634000096,0,0,0,1
7790703002250,83,14,18,1
7798073135622,80,0,24,1
7791905004394,35.99,0,0,1
7794000598836,18.99,107,12024,1
7791540042706,61,97,48822,1
7793253000905,23,14,1056,1
7792319677273,100,12,0,1
7790139001452,98,13,24,1
74170430554,0,0,0,0
7792870006260,51,6,6,1
7790520015716,28.6,83,2478,1
7798021690395,0,0,0,1
7790236001249,47.2,3,0,1
7791234000661,20,18,744,1
7798141717309,0,0,9600,1
7791290001275,169,9,888,1
3614220616964,90,0,0,0
7791905001416,18.5,16,6282,1
7798113300218,0,0,0,1
7794640171284,32.1,13,1224,1
7899026433090,0,0,0,0
7794000599475,0,0,0,1
30107151,0,0,0,0
7899706127158,162,19,150,1
309974209014,0,0,0,0
7791100000481,17.12,2377,254040,1
726669007357,135,12,132,1
7790387013160,41,17,3900,1
7793253400149,19.5,10,960,1
7798141711482,86,17,360,1
7793147001001,46,81,0,1
7798067200039,66,13,72,1
7790895007057,86,1,0,1
7792900009124,59.43,10,216,1
7791293027098,0,0,0,1
7793482000622,91,0,0,1
7792390620144,31,14,468,1
7891010604813,35.5,51,240,1
7798116250084,0,0,0,1
7791250001857,130,18,0,1
7791568000719,10.5,7,1080,1
8005829514006,0,0,0,1
7798108349369,14.1,18,750,1
7790310922316,49.99,294,54,1
82184090466,819,16,12,1
7891010586485,73,10,24,1
38000846854,62.99,260,4396,1
4015400636496,0,0,0,1
7798074862756,150,10,6,1
7791014002496,70,48,0,1
7790365013083,0,0,0,1
7509546069708,41.4,13,234,1
7791250001444,171,17,510,1
7798159712372,41.9,43,1170,1
7792389001961,9.8,0,0,1
7790263119177,14.99,16,30,1
7798053333024,0,0,0,1
7791293021362,48,31,240,1
7798302580018,0,0,0,1
7790975001944,140,11,0,1
7790773083302,30,0,24,1
7790580120108,9.9,8,240,1
7790895001413,0,0,0,1
75047849,58,11,1068,1
7506339398083,127,52,870,1
7793350000747,93,9,30,1
7798099385445,0,0,0,1
7798179450193,58,0,0,1
7790071090118,32,27,2268,1
7798152225855,29.2,42,48,1
7798082000485,20,0,0,1
7792550700457,13,1,0,1
7500435018418,78.19,13,672,1
7798051301353,102,17,0,1
7790703168161,71,25,0,1
7793123000387,0,0,0,1
7790036008059,20.99,0,0,1
7791905004202,42.9,18,84,1
7898587765312,0,0,0,0
7793360811401,37.29,618,15576,1
7793253099244,30,4,324,1
7794626007217,78,32,3564,1
7791708001323,0,0,0,1
7790742106308,90,10,0,1
7791250000997,77,6,1602,1
7501058610638,372,21,0,1
7790893000241,96,30,450,1
7798109282306,25,39,0,1
7791203000920,380,5,0,1
7791664000224,44.8,0,972,1
8002990292139,111,2,36,1
7798080440115,0,0,64,1
7790064001978,29,0,0,1
7790580106096,3.6,202,16416,1
7891010718909,65,7,48,1
7798068482649,0,0,0,1
7798111007973,57,18,234,1
7790670050766,35.7,210,68136,1
7790577002158,206,3,360,1
7790070960566,16,135,2160,1
7792900093024,14.1,45,4752,1
7791520004120,19.8,47,576,1
7791293027746,37,14,19932,1
80686006060,599,0,36,1
7791905003663,20.3,1,0,1
7791085000742,0,0,0,1
7790168148197,76.45,18,3198,1
7790950133301,30.5,56,3552,1
7794980938837,0,0,0,1
7790427000037,28,12,444,1
7793350000457,67,8,48,1
7790070708939,68,16,0,1
7798048730395,8.7,0,0,1
7798033333976,29,12,24,0
77906007,0,0,48,1
7791070000474,68,10,3030,1
7798191490030,28,0,0,1
7791905002406,69.9,2,0,1
7798152225824,41,18,0,1
7794000598294,19.6,10,1990,1
7791905002598,33.9,72,3372,1
7796373000183,29.2,24,192,1
7790828104174,0,0,0,1
7798109282948,75,0,0,1
7798105510472,25,0,0,1
7790989003132,40.8,24,12,1
7794626009228,85,0,0,1
7798016101479,0,0,0,1
7793360111457,21.87,36,1620,1
7792170110551,36.99,12,1254,1
7791203000913,180,10,24,1
7798141713172,38,23,456,1
7792360070153,52,24,0,1
7798151770295,0,0,0,1
7509552913484,155,9,36,1
80637240,0,0,168,1
7790539000017,37,13,3156,1
4000417044303,150,9,72,1
7798086020069,101,2,294,1
7622300859756,5.09,315,286400,1
7702027430657,32.3,38,1410,1
8001250008510,0,0,24,1
7792710002056,37,0,0,1
7798116190335,0,0,0,1
7797330101110,64.8,6,330,1
7790387010145,19,41,4424,1
7791337917002,0,1,0,0
7899026483347,154,8,504,1
7790524000343,33.3,27,330,1
7798052050038,0,0,0,1
7794626006548,0,0,108,1
4005900288066,88,20,0,1
7791250001697,179,20,6,1
8003012009025,0,0,0,1
7798159560218,192,8,0,1
7622300868390,9.8,176,216,1
7790314055393,73.22,6,210,1
7790072000154,50,12,54,1
7795933001004,34,11,48,1
7791813423911,35.5,242,96,1
7790522000567,76,0,96,1
7500435012089,78.19,92,4248,1
7791293034027,74,8,636,1
7622300865580,16.7,249,192,1
7798096051060,17.5,98,1100,1
7798159714819,16,41,11340,1
7790415128255,0,0,0,1
7798075820137,0,0,0,1
7790250022671,34.1,50,1780,1
7798048730449,0,0,0,1
7798152221857,40,126,52872,0
7791293031521,71,15,24,1
7793253000509,10.5,0,0,1
7797394001555,52,1,48,1
7792319003164,110,14,18,1
7798086021288,67,30,108,1
79400301895,137,0,108,1
8000350000585,0,0,12,1
7790045824893,25.99,142,17064,1
7798181510199,29,8,20,1
7790250097273,52,17,400,1
7798014465108,89,35,120,1
7798152229730,30,26,96,1
7790064001596,17.5,1,0,1
7790895063794,0,0,24,1
7791130146913,37,12,996,1
7500435020190,97,6,84,1
7509552913507,155,6,18,1
7796373002897,56,13,30,1
79400052919,137,20,432,1
7792389000414,0,0,0,1
7798178800654,52,19,702,1
7790480001033,61.2,14,6,1
7798116660012,390,11,0,1
7791905002925,29.9,10,12,1
7798159716714,69.06,0,0,1
7899026450226,0,0,0,0
7891150015609,88,93,0,1
7790375266356,217,10,8,1
70462098365,37.9,0,48,1
7794626006395,33.91,54,1080,1
7790480000487,64,14,20,1
7798108830140,139,8,6,1
7891150041486,51,12,396,1
7790520017895,89,7,306,1
7613035973602,45,21,464,1
7798152225251,15.3,463,12440,1
7798159719753,21,20,4554,1
7790010599276,33.7,42,3504,1
7506339323191,319,25,180,1
7501078231073,135,9,96,1
5000289925440,175,16,36,1
7794600460366,71,22,636,1
77900319,50,25,1128,1
815833006026,53,24,0,1
7792143500877,39,14,24,1
309976399010,268,0,0,0
7798159716059,14.5,239,13620,1
7791290010659,67,1,0,1
7899026499010,0,0,0,0
7798099598074,240,12,0,1
7793704000232,41.5,49,240,1
7798030030137,0,0,0,1
7792129002692,47.9,6,0,1
7790244001385,40.3,23,0,1
7790040110687,14,2,0,1
3607349260163,256,0,0,0
7798096051251,53,42,550,1
70330719200,40,22,120,1
7500435112451,119,0,0,1
8003240070989,0,0,0,1
7790520018595,41,16,120,1
7790828104372,0,0,12,1
7790828103443,21.6,19,105,1
7891010619435,133,19,768,1
7790895008504,31.9,140,18,1
7790742161703,35.89,88,0,1
7891010579296,74,9,12,1
7791813050353,14.6,-1,0,1
7793350000150,86.4,0,390,1
7622300856885,5.09,324,11520,1
7790070318879,33,16,3594,1
8005333013125,0,0,24,1
7798092350419,27,31,570,1
7791130001007,89,14,684,1
7790524000350,89,14,180,1
7798159715007,12.4,13,11532,1
7790093095245,176,18,0,1
7794770100758,35,12,108,1
41554209570,0,0,0,0
7792798007424,33,88,1236,1
7798096056836,17.5,9,0,1
7798067050061,22.5,10,195,1
7798181510137,69,29,0,1
7798241530143,160,3,0,1
7790130001154,59,39,250,1
7899026416321,0,0,0,0
7798095171325,18.5,0,0,1
7790080026788,33.85,0,0,1
7797800000110,61.2,12,0,1
7798159717605,28.04,30,1904,1
7791337990111,23.55,90,0,1
7899026484702,148,9,216,1
7798152220928,0,0,125,1
7790520011961,32,5,180,1
7798159717926,22.1,34,5500,1
7792640006070,85,6,84,1
7702027470028,21,13,126,1
7506339399004,42.45,0,0,1
8004323110028,0,0,0,1
7792070004851,115,16,228,1
7790990587409,19.9,47,648,1
7790770003983,81,12,1188,1
7506339398090,146,0,90,1
7791813423324,46,19,56,1
7791690000663,118.8,15,1398,1
7500435112741,147,12,384,1
4005808024742,72.75,9,78,1
7791708611652,27,23,0,1
7790189001129,179,31,11910,1
7795323002833,168,10,0,1
7794000792531,14,0,0,1
7798182320230,31,34,2448,1
7798104820473,59,12,132,1
7790773008657,23,25,9192,1
7790580509507,30.39,38,1152,1
7793742007637,263.19,13,18,1
7790040613805,49.99,62,2960,1
7790250098065,19,50,4680,1
70942124256,74,11,90,1
7790717150510,79,15,12,1
